Date	Diesel/Petrol	Pump Price
6/20/2016	Diesel	£112.31
6/27/2016	Diesel	£112.56
7/4/2016	Diesel	£112.86
7/11/2016	Diesel	£113.09
7/18/2016	Diesel	£113.00
7/25/2016	Diesel	£112.89
8/1/2016	Diesel	£112.43
8/8/2016	Diesel	£111.40
8/15/2016	Diesel	£111.02
8/22/2016	Diesel	£111.71
8/29/2016	Diesel	£112.55
9/5/2016	Diesel	£113.10
9/12/2016	Diesel	£113.42
9/19/2016	Diesel	£113.23
9/26/2016	Diesel	£113.38
10/3/2016	Diesel	£113.71
10/10/2016	Diesel	£114.40
10/17/2016	Diesel	£116.00
10/24/2016	Diesel	£117.70
10/31/2016	Diesel	£118.42
11/7/2016	Diesel	£119.03
11/14/2016	Diesel	£118.92
11/21/2016	Diesel	£117.42
11/28/2016	Diesel	£116.57
12/5/2016	Diesel	£116.75
12/12/2016	Diesel	£117.51
12/19/2016	Diesel	£118.61
12/26/2016	Diesel	£119.03
1/2/2017	Diesel	£120.03
1/9/2017	Diesel	£121.30
1/16/2017	Diesel	£122.10
1/23/2017	Diesel	£122.75
1/30/2017	Diesel	£123.19
2/6/2017	Diesel	£123.25
2/13/2017	Diesel	£123.17
2/20/2017	Diesel	£123.15
2/27/2017	Diesel	£123.06
3/6/2017	Diesel	£122.90
3/13/2017	Diesel	£122.77
3/20/2017	Diesel	£121.84
3/27/2017	Diesel	£121.08
4/3/2017	Diesel	£119.92
4/10/2017	Diesel	£119.98
4/17/2017	Diesel	£120.36
4/24/2017	Diesel	£120.77
5/1/2017	Diesel	£120.78
5/8/2017	Diesel	£119.34
5/15/2017	Diesel	£117.65
5/22/2017	Diesel	£117.76
5/29/2017	Diesel	£117.88
6/5/2017	Diesel	£117.95
6/12/2017	Diesel	£117.76
6/19/2017	Diesel	£117.18
6/26/2017	Diesel	£116.26
7/3/2017	Diesel	£115.63
7/10/2017	Diesel	£115.29
7/17/2017	Diesel	£115.58
7/24/2017	Diesel	£115.73
7/31/2017	Diesel	£115.99
8/7/2017	Diesel	£116.64
8/14/2017	Diesel	£117.43
8/21/2017	Diesel	£118.05
8/28/2017	Diesel	£118.24
9/4/2017	Diesel	£118.77
9/11/2017	Diesel	£119.94
9/18/2017	Diesel	£120.59
9/25/2017	Diesel	£120.92
10/2/2017	Diesel	£120.37
10/9/2017	Diesel	£120.51
10/16/2017	Diesel	£120.42
10/23/2017	Diesel	£120.65
10/30/2017	Diesel	£120.63
11/6/2017	Diesel	£121.27
11/13/2017	Diesel	£122.69
11/20/2017	Diesel	£123.32
11/27/2017	Diesel	£123.79
12/4/2017	Diesel	£123.21
12/11/2017	Diesel	£123.69
12/18/2017	Diesel	£123.81
12/25/2017	Diesel	£123.43
1/1/2018	Diesel	£123.51
1/8/2018	Diesel	£123.97
1/15/2018	Diesel	£124.58
1/22/2018	Diesel	£125.07
1/29/2018	Diesel	£125.32
2/5/2018	Diesel	£125.36
2/12/2018	Diesel	£125.02
2/19/2018	Diesel	£124.18
2/26/2018	Diesel	£123.09
3/5/2018	Diesel	£122.92
3/12/2018	Diesel	£122.96
3/19/2018	Diesel	£122.84
3/26/2018	Diesel	£122.90
4/2/2018	Diesel	£123.05
4/9/2018	Diesel	£123.58
4/16/2018	Diesel	£124.29
4/23/2018	Diesel	£125.39
4/30/2018	Diesel	£126.01
5/7/2018	Diesel	£126.99
5/14/2018	Diesel	£128.28
5/21/2018	Diesel	£130.04
5/28/2018	Diesel	£131.66
6/4/2018	Diesel	£132.34
6/11/2018	Diesel	£132.62
6/18/2018	Diesel	£131.98
6/25/2018	Diesel	£131.27
7/2/2018	Diesel	£130.83
7/9/2018	Diesel	£131.53
7/16/2018	Diesel	£131.85
7/23/2018	Diesel	£131.90
7/30/2018	Diesel	£131.94
8/6/2018	Diesel	£132.39
8/13/2018	Diesel	£132.56
8/20/2018	Diesel	£132.97
8/27/2018	Diesel	£133.20
9/3/2018	Diesel	£133.67
9/10/2018	Diesel	£134.31
9/17/2018	Diesel	£134.57
9/24/2018	Diesel	£134.77
10/1/2018	Diesel	£134.86
10/8/2018	Diesel	£135.53
10/15/2018	Diesel	£136.63
10/22/2018	Diesel	£136.93
10/29/2018	Diesel	£136.99
11/5/2018	Diesel	£137.03
11/12/2018	Diesel	£137.08
11/19/2018	Diesel	£136.38
11/26/2018	Diesel	£135.43
12/3/2018	Diesel	£134.38
12/10/2018	Diesel	£132.50
12/17/2018	Diesel	£131.26
12/24/2018	Diesel	£130.91
12/31/2018	Diesel	£130.26
1/7/2019	Diesel	£130.33
1/14/2019	Diesel	£129.47
1/21/2019	Diesel	£128.92
1/28/2019	Diesel	£129.10
2/4/2019	Diesel	£129.13
2/11/2019	Diesel	£129.17
2/18/2019	Diesel	£129.23
2/25/2019	Diesel	£129.66
3/4/2019	Diesel	£130.25
3/11/2019	Diesel	£130.59
3/18/2019	Diesel	£130.85
3/25/2019	Diesel	£131.15
4/1/2019	Diesel	£131.48
4/8/2019	Diesel	£132.08
4/15/2019	Diesel	£132.96
4/22/2019	Diesel	£133.99
4/29/2019	Diesel	£134.60
5/6/2019	Diesel	£135.41
5/13/2019	Diesel	£135.36
5/20/2019	Diesel	£135.82
5/27/2019	Diesel	£136.45
6/3/2019	Diesel	£136.39
6/10/2019	Diesel	£135.40
6/17/2019	Diesel	£133.76
6/24/2019	Diesel	£131.81
7/1/2019	Diesel	£131.55
7/8/2019	Diesel	£131.68
7/15/2019	Diesel	£131.86
7/22/2019	Diesel	£132.21
7/29/2019	Diesel	£132.60
8/5/2019	Diesel	£132.61
8/12/2019	Diesel	£132.59
8/19/2019	Diesel	£132.60
8/26/2019	Diesel	£132.51
9/2/2019	Diesel	£132.29
9/9/2019	Diesel	£131.89
9/16/2019	Diesel	£131.35
9/23/2019	Diesel	£131.52
9/30/2019	Diesel	£131.83
10/7/2019	Diesel	£131.82
10/14/2019	Diesel	£131.89
10/21/2019	Diesel	£131.28
10/28/2019	Diesel	£130.60
11/4/2019	Diesel	£130.38
11/11/2019	Diesel	£130.42
11/18/2019	Diesel	£130.35
11/25/2019	Diesel	£130.08
12/2/2019	Diesel	£129.79
12/9/2019	Diesel	£129.79
12/16/2019	Diesel	£129.56
12/23/2019	Diesel	£129.81
12/30/2019	Diesel	£130.54
1/6/2020	Diesel	£131.56
1/13/2020	Diesel	£132.69
1/20/2020	Diesel	£132.74
1/27/2020	Diesel	£132.88
2/3/2020	Diesel	£131.48
2/10/2020	Diesel	£129.70
2/17/2020	Diesel	£128.20
2/24/2020	Diesel	£127.67
3/2/2020	Diesel	£126.62
3/9/2020	Diesel	£126.25
3/16/2020	Diesel	£124.36
3/23/2020	Diesel	£123.41
3/30/2020	Diesel	£118.60
4/6/2020	Diesel	£116.83
4/13/2020	Diesel	£116.15
4/20/2020	Diesel	£115.73
	Petrol	
1/7/2013	Petrol	£131.86
1/14/2013	Petrol	£132.00
1/21/2013	Petrol	£132.21
1/28/2013	Petrol	£132.95
2/4/2013	Petrol	£134.38
2/11/2013	Petrol	£135.56
2/18/2013	Petrol	£136.86
2/25/2013	Petrol	£138.50
3/4/2013	Petrol	£139.47
3/11/2013	Petrol	£140.00
3/18/2013	Petrol	£137.58
3/25/2013	Petrol	£137.09
4/1/2013	Petrol	£137.30
4/8/2013	Petrol	£137.31
4/15/2013	Petrol	£137.11
4/22/2013	Petrol	£135.68
4/29/2013	Petrol	£134.66
5/6/2013	Petrol	£133.42
5/13/2013	Petrol	£133.12
5/20/2013	Petrol	£133.17
5/27/2013	Petrol	£133.64
6/3/2013	Petrol	£134.04
6/10/2013	Petrol	£134.30
6/17/2013	Petrol	£134.46
6/24/2013	Petrol	£134.52
7/1/2013	Petrol	£133.44
7/8/2013	Petrol	£133.77
7/15/2013	Petrol	£134.95
7/22/2013	Petrol	£136.04
7/29/2013	Petrol	£136.87
8/5/2013	Petrol	£137.02
8/12/2013	Petrol	£137.13
8/19/2013	Petrol	£137.00
8/28/2013	Petrol	£136.83
9/2/2013	Petrol	£137.14
9/9/2013	Petrol	£137.60
9/16/2013	Petrol	£137.47
9/23/2013	Petrol	£136.95
9/30/2013	Petrol	£133.40
10/7/2013	Petrol	£131.62
10/14/2013	Petrol	£131.67
10/21/2013	Petrol	£131.53
10/28/2013	Petrol	£131.42
11/4/2013	Petrol	£129.92
11/11/2013	Petrol	£129.71
11/18/2013	Petrol	£129.89
11/25/2013	Petrol	£130.03
12/2/2013	Petrol	£130.25
12/9/2013	Petrol	£130.76
12/16/2013	Petrol	£130.96
12/23/2013	Petrol	£130.05
12/30/2013	Petrol	£130.03
1/6/2014	Petrol	£130.26
1/13/2014	Petrol	£130.36
1/20/2014	Petrol	£129.37
1/27/2014	Petrol	£129.02
2/3/2014	Petrol	£128.85
2/10/2014	Petrol	£128.81
2/17/2014	Petrol	£129.16
2/24/2014	Petrol	£129.20
3/3/2014	Petrol	£129.36
3/10/2014	Petrol	£129.39
3/17/2014	Petrol	£128.76
3/24/2014	Petrol	£128.57
3/31/2014	Petrol	£128.76
4/7/2014	Petrol	£128.71
4/14/2014	Petrol	£128.89
4/21/2014	Petrol	£129.11
4/28/2014	Petrol	£129.09
5/5/2014	Petrol	£129.27
5/12/2014	Petrol	£129.50
5/19/2014	Petrol	£129.42
5/26/2014	Petrol	£129.51
6/2/2014	Petrol	£129.63
6/9/2014	Petrol	£129.69
6/16/2014	Petrol	£129.88
6/23/2014	Petrol	£130.14
6/30/2014	Petrol	£130.69
7/7/2014	Petrol	£131.10
7/14/2014	Petrol	£131.11
7/21/2014	Petrol	£131.04
7/28/2014	Petrol	£130.83
8/4/2014	Petrol	£129.63
8/11/2014	Petrol	£129.41
8/18/2014	Petrol	£129.29
8/25/2014	Petrol	£128.34
9/1/2014	Petrol	£128.01
9/8/2014	Petrol	£128.34
9/15/2014	Petrol	£128.43
9/22/2014	Petrol	£128.62
9/29/2014	Petrol	£128.59
10/6/2014	Petrol	£126.78
10/13/2014	Petrol	£126.50
10/20/2014	Petrol	£125.40
10/27/2014	Petrol	£125.11
11/3/2014	Petrol	£123.94
11/10/2014	Petrol	£122.94
11/17/2014	Petrol	£122.50
11/24/2014	Petrol	£122.29
12/1/2014	Petrol	£121.18
12/8/2014	Petrol	£119.83
12/15/2014	Petrol	£116.30
12/22/2014	Petrol	£113.66
12/29/2014	Petrol	£113.16
1/5/2015	Petrol	£111.06
1/12/2015	Petrol	£108.87
1/19/2015	Petrol	£106.83
1/26/2015	Petrol	£106.32
2/2/2015	Petrol	£106.04
2/9/2015	Petrol	£106.35
2/16/2015	Petrol	£107.26
2/23/2015	Petrol	£108.34
3/2/2015	Petrol	£109.20
3/9/2015	Petrol	£110.07
3/16/2015	Petrol	£111.04
3/23/2015	Petrol	£111.65
3/30/2015	Petrol	£112.06
4/6/2015	Petrol	£112.37
4/13/2015	Petrol	£112.52
4/20/2015	Petrol	£112.87
4/27/2015	Petrol	£113.55
5/4/2015	Petrol	£114.27
5/11/2015	Petrol	£115.10
5/18/2015	Petrol	£115.74
5/25/2015	Petrol	£116.02
6/1/2015	Petrol	£116.13
6/8/2015	Petrol	£116.26
6/15/2015	Petrol	£116.39
6/22/2015	Petrol	£116.60
6/29/2015	Petrol	£116.55
7/6/2015	Petrol	£116.34
7/13/2015	Petrol	£116.41
7/20/2015	Petrol	£116.79
7/27/2015	Petrol	£116.44
8/3/2015	Petrol	£116.12
8/10/2015	Petrol	£115.48
8/17/2015	Petrol	£114.58
8/24/2015	Petrol	£113.23
8/31/2015	Petrol	£111.21
9/7/2015	Petrol	£110.90
9/14/2015	Petrol	£110.60
9/21/2015	Petrol	£110.61
9/28/2015	Petrol	£109.47
10/5/2015	Petrol	£108.94
10/12/2015	Petrol	£108.97
10/19/2015	Petrol	£109.01
10/26/2015	Petrol	£108.04
11/2/2015	Petrol	£107.21
11/9/2015	Petrol	£107.14
11/16/2015	Petrol	£107.36
11/23/2015	Petrol	£107.29
11/30/2015	Petrol	£106.97
12/7/2015	Petrol	£106.75
12/14/2015	Petrol	£104.00
12/21/2015	Petrol	£102.33
12/28/2015	Petrol	£102.11
1/4/2016	Petrol	£102.00
1/11/2016	Petrol	£101.89
1/18/2016	Petrol	£101.80
1/25/2016	Petrol	£101.42
2/1/2016	Petrol	£101.36
2/8/2016	Petrol	£101.51
2/15/2016	Petrol	£101.45
2/22/2016	Petrol	£101.39
2/29/2016	Petrol	£101.42
3/7/2016	Petrol	£101.46
3/14/2016	Petrol	£101.71
3/21/2016	Petrol	£102.58
3/28/2016	Petrol	£103.40
4/4/2016	Petrol	£104.51
4/11/2016	Petrol	£105.39
4/18/2016	Petrol	£106.41
4/25/2016	Petrol	£107.14
5/2/2016	Petrol	£107.82
5/9/2016	Petrol	£108.19
5/16/2016	Petrol	£108.53
5/23/2016	Petrol	£109.12
5/30/2016	Petrol	£109.79
6/6/2016	Petrol	£110.40
6/13/2016	Petrol	£111.03
6/20/2016	Petrol	£111.22
6/27/2016	Petrol	£111.44
7/4/2016	Petrol	£111.65
7/11/2016	Petrol	£111.89
7/18/2016	Petrol	£111.92
7/25/2016	Petrol	£111.69
8/1/2016	Petrol	£111.05
8/8/2016	Petrol	£109.75
8/15/2016	Petrol	£109.28
8/22/2016	Petrol	£109.63
8/29/2016	Petrol	£110.43
9/5/2016	Petrol	£110.97
9/12/2016	Petrol	£111.31
9/19/2016	Petrol	£111.29
9/26/2016	Petrol	£111.36
10/3/2016	Petrol	£111.65
10/10/2016	Petrol	£112.35
10/17/2016	Petrol	£113.72
10/24/2016	Petrol	£115.20
10/31/2016	Petrol	£116.02
11/7/2016	Petrol	£116.56
11/14/2016	Petrol	£116.50
11/21/2016	Petrol	£114.71
11/28/2016	Petrol	£113.72
12/5/2016	Petrol	£113.66
12/12/2016	Petrol	£114.23
12/19/2016	Petrol	£115.00
12/26/2016	Petrol	£115.45
1/2/2017	Petrol	£117.00
1/9/2017	Petrol	£117.98
1/16/2017	Petrol	£118.63
1/23/2017	Petrol	£119.43
1/30/2017	Petrol	£120.01
2/6/2017	Petrol	£120.18
2/13/2017	Petrol	£120.15
2/20/2017	Petrol	£120.20
2/27/2017	Petrol	£120.12
3/6/2017	Petrol	£120.02
3/13/2017	Petrol	£119.80
3/20/2017	Petrol	£118.95
3/27/2017	Petrol	£118.03
4/3/2017	Petrol	£116.93
4/10/2017	Petrol	£117.02
4/17/2017	Petrol	£117.54
4/24/2017	Petrol	£118.15
5/1/2017	Petrol	£118.08
5/8/2017	Petrol	£117.06
5/15/2017	Petrol	£115.60
5/22/2017	Petrol	£115.67
5/29/2017	Petrol	£115.79
6/5/2017	Petrol	£115.82
6/12/2017	Petrol	£115.69
6/19/2017	Petrol	£115.12
6/26/2017	Petrol	£114.43
7/3/2017	Petrol	£113.74
7/10/2017	Petrol	£113.58
7/17/2017	Petrol	£113.89
7/24/2017	Petrol	£113.99
7/31/2017	Petrol	£114.16
8/7/2017	Petrol	£114.78
8/14/2017	Petrol	£115.53
8/21/2017	Petrol	£116.04
8/28/2017	Petrol	£116.40
9/4/2017	Petrol	£116.95
9/11/2017	Petrol	£118.14
9/18/2017	Petrol	£118.85
9/25/2017	Petrol	£118.87
10/2/2017	Petrol	£118.13
10/9/2017	Petrol	£117.16
10/16/2017	Petrol	£117.01
10/23/2017	Petrol	£117.04
10/30/2017	Petrol	£117.06
11/6/2017	Petrol	£117.57
11/13/2017	Petrol	£118.91
11/20/2017	Petrol	£119.67
11/27/2017	Petrol	£120.13
12/4/2017	Petrol	£119.75
12/11/2017	Petrol	£119.91
12/18/2017	Petrol	£119.98
12/25/2017	Petrol	£120.00
1/1/2018	Petrol	£120.19
1/8/2018	Petrol	£120.52
1/15/2018	Petrol	£120.96
1/22/2018	Petrol	£121.50
1/29/2018	Petrol	£121.69
2/5/2018	Petrol	£121.73
2/12/2018	Petrol	£121.58
2/19/2018	Petrol	£120.52
2/26/2018	Petrol	£119.55
3/5/2018	Petrol	£119.29
3/12/2018	Petrol	£119.11
3/19/2018	Petrol	£119.17
3/26/2018	Petrol	£119.23
4/2/2018	Petrol	£119.43
4/9/2018	Petrol	£119.96
4/16/2018	Petrol	£120.56
4/23/2018	Petrol	£121.44
4/30/2018	Petrol	£122.22
5/7/2018	Petrol	£123.27
5/14/2018	Petrol	£124.32
5/21/2018	Petrol	£125.93
5/28/2018	Petrol	£127.58
6/4/2018	Petrol	£128.43
6/11/2018	Petrol	£128.61
6/18/2018	Petrol	£127.92
6/25/2018	Petrol	£127.18
7/2/2018	Petrol	£126.54
7/9/2018	Petrol	£126.97
7/16/2018	Petrol	£127.47
7/23/2018	Petrol	£127.50
7/30/2018	Petrol	£127.54
8/6/2018	Petrol	£128.02
8/13/2018	Petrol	£128.39
8/20/2018	Petrol	£128.79
8/27/2018	Petrol	£129.18
9/3/2018	Petrol	£129.76
9/10/2018	Petrol	£130.24
9/17/2018	Petrol	£130.59
9/24/2018	Petrol	£130.59
10/1/2018	Petrol	£129.98
10/8/2018	Petrol	£130.15
10/15/2018	Petrol	£130.81
10/22/2018	Petrol	£130.98
10/29/2018	Petrol	£130.64
11/5/2018	Petrol	£130.11
11/12/2018	Petrol	£128.94
11/19/2018	Petrol	£127.40
11/26/2018	Petrol	£125.77
12/3/2018	Petrol	£124.30
12/10/2018	Petrol	£122.37
12/17/2018	Petrol	£121.02
12/24/2018	Petrol	£120.61
12/31/2018	Petrol	£120.18
1/7/2019	Petrol	£120.27
1/14/2019	Petrol	£119.53
1/21/2019	Petrol	£119.12
1/28/2019	Petrol	£119.29
2/4/2019	Petrol	£119.13
2/11/2019	Petrol	£118.97
2/18/2019	Petrol	£119.05
2/25/2019	Petrol	£119.22
3/4/2019	Petrol	£119.72
3/11/2019	Petrol	£120.10
3/18/2019	Petrol	£120.48
3/25/2019	Petrol	£120.83
4/1/2019	Petrol	£121.70
4/8/2019	Petrol	£122.66
4/15/2019	Petrol	£124.06
4/22/2019	Petrol	£125.43
4/29/2019	Petrol	£126.36
5/6/2019	Petrol	£127.50
5/13/2019	Petrol	£127.97
5/20/2019	Petrol	£128.51
5/27/2019	Petrol	£129.14
6/3/2019	Petrol	£129.41
6/10/2019	Petrol	£128.89
6/17/2019	Petrol	£127.66
6/24/2019	Petrol	£126.66
7/1/2019	Petrol	£126.49
7/8/2019	Petrol	£126.86
7/15/2019	Petrol	£127.13
7/22/2019	Petrol	£127.81
7/29/2019	Petrol	£128.03
8/5/2019	Petrol	£128.37
8/12/2019	Petrol	£128.36
8/19/2019	Petrol	£128.17
8/26/2019	Petrol	£128.22
9/2/2019	Petrol	£127.86
9/9/2019	Petrol	£127.79
9/16/2019	Petrol	£126.92
9/23/2019	Petrol	£126.78
9/30/2019	Petrol	£126.92
10/7/2019	Petrol	£126.87
10/14/2019	Petrol	£126.91
10/21/2019	Petrol	£126.40
10/28/2019	Petrol	£125.77
11/4/2019	Petrol	£125.56
11/11/2019	Petrol	£125.59
11/18/2019	Petrol	£125.58
11/25/2019	Petrol	£125.32
12/2/2019	Petrol	£124.81
12/9/2019	Petrol	£124.75
12/16/2019	Petrol	£124.33
12/23/2019	Petrol	£124.16
12/30/2019	Petrol	£124.96
1/6/2020	Petrol	£126.09
1/13/2020	Petrol	£127.17
1/20/2020	Petrol	£127.18
1/27/2020	Petrol	£127.33
2/3/2020	Petrol	£125.85
2/10/2020	Petrol	£124.73
2/17/2020	Petrol	£123.80
2/24/2020	Petrol	£123.45
3/2/2020	Petrol	£122.43
3/9/2020	Petrol	£122.24
3/16/2020	Petrol	£120.33
3/23/2020	Petrol	£119.64
3/30/2020	Petrol	£112.45
4/6/2020	Petrol	£110.23
4/13/2020	Petrol	£109.27
4/20/2020	Petrol	£108.63
